record_id,title,included_in_validated_candidate_corpus,exclusion_reason,description_segments_total,narrative_segments,materials_segments,ambiguous_segments,has_narrative_document,has_materials_document,baseline_description_words
/2020601/https___1914_1918_europeana_eu_contributions_10925,FRAD017 - Histoire de Louis Rouillon | Histoire de Louis Rouillon,True,,2,1,1,0,True,True,93
/2020601/https___1914_1918_europeana_eu_contributions_10927,"FRAD043 - Louis Gérentes, cycliste du colonel | Louis Gérentes, colonel's cyclist",True,,2,2,0,1,True,False,185
/2020601/https___1914_1918_europeana_eu_contributions_10929,FRAD078-05 Le décès du capitaine Edmond Rousseau | Death of Edmond Rousseau,True,,2,0,2,1,False,True,163
/2020601/https___1914_1918_europeana_eu_contributions_10942,Dokumente meines Großvaters. Einblicke in das Leben des Soldaten Kurt Willy Illing an der Ost- und Westfront | Documents from my grandfather. About the life of the soldier Kurt Willy Illing,True,,2,1,1,0,True,True,94
/2020601/https___1914_1918_europeana_eu_contributions_10946,FRAD062_097 - Henri Sinthomez. | FRAD062_097 - Henri Sinthomez.,True,,2,1,1,0,True,True,106
/2020601/https___1914_1918_europeana_eu_contributions_10947,"FRAD067-102 Albert Daltroff, Mosellan engagé dans l'armée allemande, correspond avec sa fiancée | Documents from Jean Daltroff",True,,2,1,1,1,True,True,178
/2020601/https___1914_1918_europeana_eu_contributions_10951,FRAD066-105-Félix ROCACHER | Documents of Félix Rocacher,True,,2,1,1,0,True,True,115
/2020601/https___1914_1918_europeana_eu_contributions_10966,"FRAD067-167 Franz Xavier Host, Alsacien engagé dans l'armée allemande, correspond avec les siens | Documents from Gérard Host",True,,2,1,1,1,True,True,513
/2020601/https___1914_1918_europeana_eu_contributions_10971,FRAM - Pierre Coeffic | Document about Pierre Coeffic,True,,2,0,2,1,False,True,49
/2020601/https___1914_1918_europeana_eu_contributions_10973,AMSM-025_1 : Sept ans sous les drapeaux | Célestin Joseph Baptistin's Story from the Great War,True,,2,1,1,0,True,True,626
/2020601/https___1914_1918_europeana_eu_contributions_10990,Besitzzeugnis über das Verdienstkreuz für Kriegshilfe von Franz Schönmehl | Certificate for decoration of Franz Schönmehl,True,,2,1,1,0,True,True,291
/2020601/https___1914_1918_europeana_eu_contributions_10995,"FRAM - Laurent Tromeur, mémoires d'un poilu | Documents from Jean Tromeur",True,,2,1,1,1,True,True,224
/2020601/https___1914_1918_europeana_eu_contributions_10998,FRAD083_008_Louis Auguste Vallerand | Documents from Louis Auguste Vallerand,True,,1,1,0,0,True,False,75
/2020601/https___1914_1918_europeana_eu_contributions_11002,FRAM - Journal de guerre de Jean Carré | Document from Jean Corentin Carré,True,,2,0,2,1,False,True,194
/2020601/https___1914_1918_europeana_eu_contributions_11011,FRAD078- 08 Félix TERRON et François GURDIN dans la guerre 1914-1918 | Félix TERRON et François GURDIN in the war,True,,2,1,1,0,True,True,109
/2020601/https___1914_1918_europeana_eu_contributions_11015,FRAD004-002 François Carraz blessé pendant la guerre | Medical cards,True,,2,1,1,0,True,True,80
/2020601/https___1914_1918_europeana_eu_contributions_11018,Een brief naar het thuisfront van Petrus Franciscus Marivoet | Letter of war veteran Pieter Frans Marivoet to his family,True,,2,1,1,1,True,True,147
/2020601/https___1914_1918_europeana_eu_contributions_11026,Schilderij van de kerk van Grimde | Grimde,True,,2,2,0,2,True,False,52
/2020601/https___1914_1918_europeana_eu_contributions_11033,FRAM - Carnet de route du poilu Paul Balazard | Paul Balazard,True,,1,1,0,0,True,False,57
/2020601/https___1914_1918_europeana_eu_contributions_11038,FRBNBU-163 Francisque Majesté porté disparu | Documents about Francisque Majesté,True,,2,1,1,0,True,True,84
/2020601/https___1914_1918_europeana_eu_contributions_11045,FRAD017 - Histoire de Paul Emile Larcher | Histoire de Paul Emile Larcher,True,,2,1,1,0,True,True,139
/2020601/https___1914_1918_europeana_eu_contributions_11052,FRAM - Carte postale de Charles Sarret | Charles Sarret,True,,2,0,2,1,False,True,75
/2020601/https___1914_1918_europeana_eu_contributions_11054,FRAM - La mort au feu du sous-officier Fernand GAILLON à Beaumont-sur-Argonne (20 août 1917) | Fernand GAILLON,True,,2,1,1,0,True,True,165
/2020601/https___1914_1918_europeana_eu_contributions_11056,FRAM - Lettre du colonel Hellé à ses fils | Letter from colonel Hellé,True,,1,1,0,1,True,False,42
/2020601/https___1914_1918_europeana_eu_contributions_11061,FRAM - Le retour du corps de Charles Hamelin | Documents from Charles Hamelin,True,,2,1,1,1,True,True,159
/2020601/https___1914_1918_europeana_eu_contributions_11071,FRBNBU-090 Amédé Fleury photographe | Amédé Fleury's story,True,,2,0,2,0,False,True,450
/2020601/https___1914_1918_europeana_eu_contributions_11074,FRAM - Ernest-Isidore Lebarbey | Ernest-Isidore Lebarbey's diary,True,,2,1,1,2,True,True,71
/2020601/https___1914_1918_europeana_eu_contributions_11093,FRBNBU-112 Abraham Florent Villain dit André Villain | Abraham Florent Villain alias André Villain,True,,2,1,1,0,True,True,158
/2020601/https___1914_1918_europeana_eu_contributions_11101,AMSM-020_1 : Jean Marcadal | Jean Marcadal,True,,2,1,1,0,True,True,108
/2020601/https___1914_1918_europeana_eu_contributions_11111,"FRAD041 - Thomas Fouineteau, soldat de la Grande guerre | Letters from Thomas Fouineteau",True,,2,2,0,1,True,False,118
/2020601/https___1914_1918_europeana_eu_contributions_11112,AMSM-020_3 : Antoine-Marc Giorgetti | Antoine-Marc Giorgetti on board the ''Diane'',True,,2,1,1,1,True,True,137
/2020601/https___1914_1918_europeana_eu_contributions_11118,FRAD017 - Histoire d'André Brillet | Histoire d'André Brillet,True,,2,1,1,0,True,True,177
/2020601/https___1914_1918_europeana_eu_contributions_11130,AMSM-015-2 FANTINO Emile Le maréchal ferrant | Émile Louis Constant Fantino,True,,2,1,1,0,True,True,194
/2020601/https___1914_1918_europeana_eu_contributions_11144,"FRBMLI-047 Carnets de mon arrière-grand-père, Léon Fernand Lemeré | Story of Léon Fernand Lemeré",True,,2,1,1,0,True,True,354
/2020601/https___1914_1918_europeana_eu_contributions_11165,FRBNBU-153 Marcel Amédée Pellet a connu sa femme grâce à une blessure de guerre | Marcel Amédée Mamet's wife known during the war,True,,2,1,1,0,True,True,248
/2020601/https___1914_1918_europeana_eu_contributions_11176,FRAD006_01NUM_0093 Histoire de Louis Guavarry | Fonds Mme Denise Boudry,True,,2,1,1,1,True,True,114
/2020601/https___1914_1918_europeana_eu_contributions_11201,FRAD006_01NUM_0094 Histoire d’Honoré Bousquias | Fonds Jackie et Jaqueline Marino,True,,2,1,1,0,True,True,123
/2020601/https___1914_1918_europeana_eu_contributions_11232,AMSM-023_1 : ROUBERT Louis mon grand-père | Shell Artwork Belonging to Louis Roubert,True,,2,1,1,0,True,True,144
/2020601/https___1914_1918_europeana_eu_contributions_11236,FRAD059-011 Honneur à Isidore Cuypers ! | Homage to Isidore Cuypens,True,,2,2,0,1,True,False,65
/2020601/https___1914_1918_europeana_eu_contributions_11237,Feldpostbriefe meines Vaters Hanns Schäfer aus dem 1. Weltkrieg | field post of my father Hanns Schäfer,True,,2,1,1,0,True,True,84
/2020601/https___1914_1918_europeana_eu_contributions_11248,"Omer Martin, soldat Maître-ouvrier du Génie, 1914-1919 | Omer Martin, Soldier Master Engineer, 1914-1919",True,,2,1,1,1,True,True,141
/2020601/https___1914_1918_europeana_eu_contributions_11250,FRAD008_3 Documents trouvés par M. Bonalda | Documents found by M. BONALDA,True,,2,0,2,0,False,True,140
/2020601/https___1914_1918_europeana_eu_contributions_11254,"FRAD078- 09 Mon grand- père et parain, Claude Mercier, blessé de guerre. | My grandfather and godfather, Claude Mercier",True,,2,1,1,0,True,True,146
/2020601/https___1914_1918_europeana_eu_contributions_11258,"FRAM - Martial Londrade, sergent au 92e territorial | Martial Londrade",True,,1,0,1,0,False,True,62
/2020601/https___1914_1918_europeana_eu_contributions_11259,FRBMBX-056/ brothers in war | Brothers Petit in war,True,,2,1,1,0,True,True,97
/2020601/https___1914_1918_europeana_eu_contributions_11267,"FRAD062_047 - Léonide Thieullez, 1914. | Documents from Léonide Thieullez, 1914",True,,2,1,1,1,True,True,70
/2020601/https___1914_1918_europeana_eu_contributions_11272,FRAM - Histoire de Jean Adolphe et Zoé GUIGUET-DORON | Documents from Jean-Adolphe et Zoé GUIGUET-DORON,True,,2,1,1,1,True,True,209
/2020601/https___1914_1918_europeana_eu_contributions_11275,FRAD008_54 Alliance franco-américaine | Photograph from Baleux family,True,,2,1,1,1,True,True,203
/2020601/https___1914_1918_europeana_eu_contributions_11277,"FRBMLI-024 André VAN EYCKE, Maréchal des Logis, tué en 1916 à Maurepas | Story of André VAN EYCKE",True,,2,1,1,0,True,True,198
/2020601/https___1914_1918_europeana_eu_contributions_11279,FRAD080 - Les mémoires de guerre d' Emile Degand | Emile Degand's diary,True,,2,1,1,0,True,True,119
/2020601/https___1914_1918_europeana_eu_contributions_11286,FRAM - Histoire de Paul et Eugène ANGELIER | Documents from Paul ANGELIER,True,,2,1,1,0,True,True,540
/2020601/https___1914_1918_europeana_eu_contributions_11295,"FRBNBU-080 Joseph Antoine Callet, photographe de l'escadrille des cigognes | Joseph Antoine Callet, photograh of ""escadrille des cigognes""",True,,2,1,1,0,True,True,258
/2020601/https___1914_1918_europeana_eu_contributions_11298,FRAD018_105 Journal de Faidherbe GAGET | Documents from Faidherbe Gaget,True,,2,1,1,1,True,True,82
/2020601/https___1914_1918_europeana_eu_contributions_11300,"FRAD058_034 M.Joseph TARDIVON, M. Jean-Marie TARDIVON, Léon TARDIVON | Documents from Mr Tardivon",True,,2,0,2,0,False,True,78
/2020601/https___1914_1918_europeana_eu_contributions_11320,"FRAD071-070 Emile COQUELU, imprimeur, responsable d’une équipe de brancardiers au 71ème bataillon des chasseurs à pieds. | Document from Emile COQUELU.",True,,1,1,0,0,True,False,118
/2020601/https___1914_1918_europeana_eu_contributions_1133,Rogalka Franz | Different things related to Franz Rogalka,True,,1,0,1,0,False,True,74
/2020601/https___1914_1918_europeana_eu_contributions_11331,"FRAD067-124 Jacques et Emile Humann, d'Entzheim (Bas-Rhin) : deux frères sous les armes (armée allemande) | Postcards from Jacques and Emile Humann",True,,2,1,1,0,True,True,360
/2020601/https___1914_1918_europeana_eu_contributions_11340,FRAM - Eugène BERTRAND (1876-1918) | Eugène BERTRAND,True,,2,1,1,0,True,True,141
/2020601/https___1914_1918_europeana_eu_contributions_11341,FRAD087_041. Soldat Jean BOUDOU. | Documents from Jean Boudou,True,,2,1,1,0,True,True,167
/2020601/https___1914_1918_europeana_eu_contributions_11349,"FRAD008_12 Sergent Léon Jacquemart, 418e régiment d'infanterie | Sergent Léon JACQUEMART, 418th infantry regiment",True,,2,1,1,0,True,True,56
/2020601/https___1914_1918_europeana_eu_contributions_11350,"FRAM - Histoire de Firmin, Marie-Louise, Emile et Cécile ALLAMAND | Documents from ALLAMAND family",True,,2,1,1,0,True,True,469
/2020601/https___1914_1918_europeana_eu_contributions_11351,"FRAD008_13 Un sergent sauve son lieutenant, qui lui remet la légion d'honneur après-guerre | A sergent saves his lieutenant, who gives him the legion d'honneur after war",True,,2,2,0,1,True,False,108
/2020601/https___1914_1918_europeana_eu_contributions_11360,FRAD008_16 Vie et mort du cannonier Emmanuel Guégain | Life and death of gunner Emmanuel GUEGAIN,True,,2,1,1,0,True,True,61
/2020601/https___1914_1918_europeana_eu_contributions_11364,FRBMBX-010 Histoire de Fernand Greteau | Fernand Greteau's story,True,,2,0,2,1,False,True,100
/2020601/https___1914_1918_europeana_eu_contributions_11365,FRAD008_6 Carnet de trousse d'un médecin durant la guerre | A doctor's diary,True,,2,1,1,1,True,True,126
/2020601/https___1914_1918_europeana_eu_contributions_11369,FRAM - Emile Maurice PORTET (1879-1947) | Emile PORTET,True,,2,1,1,0,True,True,269
/2020601/https___1914_1918_europeana_eu_contributions_11370,FRAM - Histoire d'Émile Fristo | Documents from Émile Fristo,True,,2,1,1,0,True,True,150
/2020601/https___1914_1918_europeana_eu_contributions_11377,"FRAM - Joseph Horel (1897-1973), cavalier au 2e régiment de chasseurs à cheval | Documents from Joseph Horel",True,,2,1,1,0,True,True,72
/2020601/https___1914_1918_europeana_eu_contributions_11389,FRBMAN-004 Soldat Pierre Auguste Gabillard | Soldier Pierre Auguste Gabillard,True,,2,1,1,0,True,True,77
/2020601/https___1914_1918_europeana_eu_contributions_10818,Fliegerhelm von Wilhelm Große Munkenbeck | Pilots helmet of Wilhelm Große Munkenbeck,False,Exact duplicate narrative of record https___1914_1918_europeana_eu_contributions_10794. The retained record has broader associated material.,,,,,False,False,
