record_id,title,included_in_final_corpus,reason,story_words,materials_words
/2020601/https___1914_1918_europeana_eu_contributions_10904,Souvenirs et notes du cuirassier Jacques PAVARD | Memories and notes from cuirassier Jacques PAVARD,True,Meets minimum narrative length,238,17
/2020601/https___1914_1918_europeana_eu_contributions_10912,"FRAD067-198 Un jeune engagé volontaire lyonnais dans la guerre, Anthelme Perrin (1895-1979) | Documents from Anthelme Perrin",True,Meets minimum narrative length,215,177
/2020601/https___1914_1918_europeana_eu_contributions_10914,"Juste à temps! | A mother journeys to see her injured son, and attends his funeral",True,Meets minimum narrative length,200,116
/2020601/https___1914_1918_europeana_eu_contributions_10920,FRBNBU-051 Pascal Thuillier très gravement blessé en septembre 1914 | Pascal Thuillier seriously injured in 1914,True,Meets minimum narrative length,235,34
/2020601/https___1914_1918_europeana_eu_contributions_10922,AMSM-027_1 : Documents de mémoire | Nazaire François Prat's Medical Records from WWI,True,Meets minimum narrative length,127,9
/2020601/https___1914_1918_europeana_eu_contributions_10925,FRAD017 - Histoire de Louis Rouillon | Histoire de Louis Rouillon,True,Meets minimum narrative length,76,17
/2020601/https___1914_1918_europeana_eu_contributions_10927,"FRAD043 - Louis Gérentes, cycliste du colonel | Louis Gérentes, colonel's cyclist",True,Meets minimum narrative length,174,11
/2020601/https___1914_1918_europeana_eu_contributions_10929,FRAD078-05 Le décès du capitaine Edmond Rousseau | Death of Edmond Rousseau,True,Meets minimum narrative length,158,5
/2020601/https___1914_1918_europeana_eu_contributions_10942,Dokumente meines Großvaters. Einblicke in das Leben des Soldaten Kurt Willy Illing an der Ost- und Westfront | Documents from my grandfather. About the life of the soldier Kurt Willy Illing,True,Meets minimum narrative length,60,34
/2020601/https___1914_1918_europeana_eu_contributions_10946,FRAD062_097 - Henri Sinthomez. | FRAD062_097 - Henri Sinthomez.,True,Meets minimum narrative length,81,25
/2020601/https___1914_1918_europeana_eu_contributions_10947,"FRAD067-102 Albert Daltroff, Mosellan engagé dans l'armée allemande, correspond avec sa fiancée | Documents from Jean Daltroff",True,Meets minimum narrative length,163,15
/2020601/https___1914_1918_europeana_eu_contributions_10951,FRAD066-105-Félix ROCACHER | Documents of Félix Rocacher,True,Meets minimum narrative length,65,50
/2020601/https___1914_1918_europeana_eu_contributions_10959,"FRAD058_018 M. Pierre Bon Amour, M. Ernest Grière, M.Raymond X | Documents from Mrs OLIVILSRI",False,Main story has fewer than 40 words,29,20
/2020601/https___1914_1918_europeana_eu_contributions_10966,"FRAD067-167 Franz Xavier Host, Alsacien engagé dans l'armée allemande, correspond avec les siens | Documents from Gérard Host",True,Meets minimum narrative length,499,14
/2020601/https___1914_1918_europeana_eu_contributions_10971,FRAM - Pierre Coeffic | Document about Pierre Coeffic,True,Meets minimum narrative length,41,8
/2020601/https___1914_1918_europeana_eu_contributions_10973,AMSM-025_1 : Sept ans sous les drapeaux | Célestin Joseph Baptistin's Story from the Great War,True,Meets minimum narrative length,583,43
/2020601/https___1914_1918_europeana_eu_contributions_10990,Besitzzeugnis über das Verdienstkreuz für Kriegshilfe von Franz Schönmehl | Certificate for decoration of Franz Schönmehl,True,Meets minimum narrative length,231,60
/2020601/https___1914_1918_europeana_eu_contributions_10995,"FRAM - Laurent Tromeur, mémoires d'un poilu | Documents from Jean Tromeur",True,Meets minimum narrative length,213,11
/2020601/https___1914_1918_europeana_eu_contributions_10998,FRAD083_008_Louis Auguste Vallerand | Documents from Louis Auguste Vallerand,True,Meets minimum narrative length,75,0
/2020601/https___1914_1918_europeana_eu_contributions_11002,FRAM - Journal de guerre de Jean Carré | Document from Jean Corentin Carré,True,Meets minimum narrative length,167,27
/2020601/https___1914_1918_europeana_eu_contributions_11011,FRAD078- 08 Félix TERRON et François GURDIN dans la guerre 1914-1918 | Félix TERRON et François GURDIN in the war,True,Meets minimum narrative length,66,43
/2020601/https___1914_1918_europeana_eu_contributions_11015,FRAD004-002 François Carraz blessé pendant la guerre | Medical cards,True,Meets minimum narrative length,63,17
/2020601/https___1914_1918_europeana_eu_contributions_11018,Een brief naar het thuisfront van Petrus Franciscus Marivoet | Letter of war veteran Pieter Frans Marivoet to his family,True,Meets minimum narrative length,137,10
/2020601/https___1914_1918_europeana_eu_contributions_11025,"FRAD058_046 M. Louis MALLET, M. GODARD | Documents from Mrs Gravelet",False,Main story has fewer than 40 words,32,16
/2020601/https___1914_1918_europeana_eu_contributions_11026,Schilderij van de kerk van Grimde | Grimde,True,Meets minimum narrative length,46,6
/2020601/https___1914_1918_europeana_eu_contributions_11029,FRAD058_014 M. Pierre MONMIGNOT | Documents from Mrs MONMIGNOT,False,Main story has fewer than 40 words,27,23
/2020601/https___1914_1918_europeana_eu_contributions_11033,FRAM - Carnet de route du poilu Paul Balazard | Paul Balazard,True,Meets minimum narrative length,57,0
/2020601/https___1914_1918_europeana_eu_contributions_11038,FRBNBU-163 Francisque Majesté porté disparu | Documents about Francisque Majesté,True,Meets minimum narrative length,81,3
/2020601/https___1914_1918_europeana_eu_contributions_11045,FRAD017 - Histoire de Paul Emile Larcher | Histoire de Paul Emile Larcher,True,Meets minimum narrative length,132,7
/2020601/https___1914_1918_europeana_eu_contributions_11052,FRAM - Carte postale de Charles Sarret | Charles Sarret,True,Meets minimum narrative length,69,6
/2020601/https___1914_1918_europeana_eu_contributions_11054,FRAM - La mort au feu du sous-officier Fernand GAILLON à Beaumont-sur-Argonne (20 août 1917) | Fernand GAILLON,True,Meets minimum narrative length,151,14
/2020601/https___1914_1918_europeana_eu_contributions_11056,FRAM - Lettre du colonel Hellé à ses fils | Letter from colonel Hellé,True,Meets minimum narrative length,42,0
/2020601/https___1914_1918_europeana_eu_contributions_11061,FRAM - Le retour du corps de Charles Hamelin | Documents from Charles Hamelin,True,Meets minimum narrative length,156,3
/2020601/https___1914_1918_europeana_eu_contributions_11071,FRBNBU-090 Amédé Fleury photographe | Amédé Fleury's story,True,Meets minimum narrative length,320,130
/2020601/https___1914_1918_europeana_eu_contributions_11074,FRAM - Ernest-Isidore Lebarbey | Ernest-Isidore Lebarbey's diary,True,Meets minimum narrative length,70,1
/2020601/https___1914_1918_europeana_eu_contributions_11093,FRBNBU-112 Abraham Florent Villain dit André Villain | Abraham Florent Villain alias André Villain,True,Meets minimum narrative length,92,66
/2020601/https___1914_1918_europeana_eu_contributions_11101,AMSM-020_1 : Jean Marcadal | Jean Marcadal,True,Meets minimum narrative length,100,8
/2020601/https___1914_1918_europeana_eu_contributions_11111,"FRAD041 - Thomas Fouineteau, soldat de la Grande guerre | Letters from Thomas Fouineteau",True,Meets minimum narrative length,110,8
/2020601/https___1914_1918_europeana_eu_contributions_11112,AMSM-020_3 : Antoine-Marc Giorgetti | Antoine-Marc Giorgetti on board the ''Diane'',True,Meets minimum narrative length,116,21
/2020601/https___1914_1918_europeana_eu_contributions_11118,FRAD017 - Histoire d'André Brillet | Histoire d'André Brillet,True,Meets minimum narrative length,122,55
/2020601/https___1914_1918_europeana_eu_contributions_11130,AMSM-015-2 FANTINO Emile Le maréchal ferrant | Émile Louis Constant Fantino,True,Meets minimum narrative length,169,25
/2020601/https___1914_1918_europeana_eu_contributions_11144,"FRBMLI-047 Carnets de mon arrière-grand-père, Léon Fernand Lemeré | Story of Léon Fernand Lemeré",True,Meets minimum narrative length,300,54
/2020601/https___1914_1918_europeana_eu_contributions_11165,FRBNBU-153 Marcel Amédée Pellet a connu sa femme grâce à une blessure de guerre | Marcel Amédée Mamet's wife known during the war,True,Meets minimum narrative length,151,97
/2020601/https___1914_1918_europeana_eu_contributions_11176,FRAD006_01NUM_0093 Histoire de Louis Guavarry | Fonds Mme Denise Boudry,True,Meets minimum narrative length,63,51
/2020601/https___1914_1918_europeana_eu_contributions_11201,FRAD006_01NUM_0094 Histoire d’Honoré Bousquias | Fonds Jackie et Jaqueline Marino,True,Meets minimum narrative length,69,54
/2020601/https___1914_1918_europeana_eu_contributions_11232,AMSM-023_1 : ROUBERT Louis mon grand-père | Shell Artwork Belonging to Louis Roubert,True,Meets minimum narrative length,139,5
/2020601/https___1914_1918_europeana_eu_contributions_11236,FRAD059-011 Honneur à Isidore Cuypers ! | Homage to Isidore Cuypens,True,Meets minimum narrative length,63,2
/2020601/https___1914_1918_europeana_eu_contributions_11237,Feldpostbriefe meines Vaters Hanns Schäfer aus dem 1. Weltkrieg | field post of my father Hanns Schäfer,True,Meets minimum narrative length,42,42
/2020601/https___1914_1918_europeana_eu_contributions_11248,"Omer Martin, soldat Maître-ouvrier du Génie, 1914-1919 | Omer Martin, Soldier Master Engineer, 1914-1919",True,Meets minimum narrative length,123,18
/2020601/https___1914_1918_europeana_eu_contributions_11250,FRAD008_3 Documents trouvés par M. Bonalda | Documents found by M. BONALDA,True,Meets minimum narrative length,90,50
/2020601/https___1914_1918_europeana_eu_contributions_11254,"FRAD078- 09 Mon grand- père et parain, Claude Mercier, blessé de guerre. | My grandfather and godfather, Claude Mercier",True,Meets minimum narrative length,139,7
/2020601/https___1914_1918_europeana_eu_contributions_11258,"FRAM - Martial Londrade, sergent au 92e territorial | Martial Londrade",True,Meets minimum narrative length,62,0
/2020601/https___1914_1918_europeana_eu_contributions_11259,FRBMBX-056/ brothers in war | Brothers Petit in war,True,Meets minimum narrative length,77,20
/2020601/https___1914_1918_europeana_eu_contributions_11267,"FRAD062_047 - Léonide Thieullez, 1914. | Documents from Léonide Thieullez, 1914",True,Meets minimum narrative length,47,23
/2020601/https___1914_1918_europeana_eu_contributions_11272,FRAM - Histoire de Jean Adolphe et Zoé GUIGUET-DORON | Documents from Jean-Adolphe et Zoé GUIGUET-DORON,True,Meets minimum narrative length,187,22
/2020601/https___1914_1918_europeana_eu_contributions_11275,FRAD008_54 Alliance franco-américaine | Photograph from Baleux family,True,Meets minimum narrative length,194,9
/2020601/https___1914_1918_europeana_eu_contributions_11277,"FRBMLI-024 André VAN EYCKE, Maréchal des Logis, tué en 1916 à Maurepas | Story of André VAN EYCKE",True,Meets minimum narrative length,160,38
/2020601/https___1914_1918_europeana_eu_contributions_11279,FRAD080 - Les mémoires de guerre d' Emile Degand | Emile Degand's diary,True,Meets minimum narrative length,110,9
/2020601/https___1914_1918_europeana_eu_contributions_11286,FRAM - Histoire de Paul et Eugène ANGELIER | Documents from Paul ANGELIER,True,Meets minimum narrative length,475,65
/2020601/https___1914_1918_europeana_eu_contributions_11295,"FRBNBU-080 Joseph Antoine Callet, photographe de l'escadrille des cigognes | Joseph Antoine Callet, photograh of ""escadrille des cigognes""",True,Meets minimum narrative length,236,22
/2020601/https___1914_1918_europeana_eu_contributions_11298,FRAD018_105 Journal de Faidherbe GAGET | Documents from Faidherbe Gaget,True,Meets minimum narrative length,80,2
/2020601/https___1914_1918_europeana_eu_contributions_11300,"FRAD058_034 M.Joseph TARDIVON, M. Jean-Marie TARDIVON, Léon TARDIVON | Documents from Mr Tardivon",True,Meets minimum narrative length,62,16
/2020601/https___1914_1918_europeana_eu_contributions_11320,"FRAD071-070 Emile COQUELU, imprimeur, responsable d’une équipe de brancardiers au 71ème bataillon des chasseurs à pieds. | Document from Emile COQUELU.",True,Meets minimum narrative length,118,0
/2020601/https___1914_1918_europeana_eu_contributions_1133,Rogalka Franz | Different things related to Franz Rogalka,True,Meets minimum narrative length,74,0
/2020601/https___1914_1918_europeana_eu_contributions_11331,"FRAD067-124 Jacques et Emile Humann, d'Entzheim (Bas-Rhin) : deux frères sous les armes (armée allemande) | Postcards from Jacques and Emile Humann",True,Meets minimum narrative length,279,81
/2020601/https___1914_1918_europeana_eu_contributions_11340,FRAM - Eugène BERTRAND (1876-1918) | Eugène BERTRAND,True,Meets minimum narrative length,114,27
/2020601/https___1914_1918_europeana_eu_contributions_11341,FRAD087_041. Soldat Jean BOUDOU. | Documents from Jean Boudou,True,Meets minimum narrative length,142,25
/2020601/https___1914_1918_europeana_eu_contributions_11349,"FRAD008_12 Sergent Léon Jacquemart, 418e régiment d'infanterie | Sergent Léon JACQUEMART, 418th infantry regiment",True,Meets minimum narrative length,46,10
/2020601/https___1914_1918_europeana_eu_contributions_11350,"FRAM - Histoire de Firmin, Marie-Louise, Emile et Cécile ALLAMAND | Documents from ALLAMAND family",True,Meets minimum narrative length,373,96
/2020601/https___1914_1918_europeana_eu_contributions_11351,"FRAD008_13 Un sergent sauve son lieutenant, qui lui remet la légion d'honneur après-guerre | A sergent saves his lieutenant, who gives him the legion d'honneur after war",True,Meets minimum narrative length,104,4
/2020601/https___1914_1918_europeana_eu_contributions_11360,FRAD008_16 Vie et mort du cannonier Emmanuel Guégain | Life and death of gunner Emmanuel GUEGAIN,True,Meets minimum narrative length,47,14
/2020601/https___1914_1918_europeana_eu_contributions_11364,FRBMBX-010 Histoire de Fernand Greteau | Fernand Greteau's story,True,Meets minimum narrative length,79,21
/2020601/https___1914_1918_europeana_eu_contributions_11365,FRAD008_6 Carnet de trousse d'un médecin durant la guerre | A doctor's diary,True,Meets minimum narrative length,123,3
/2020601/https___1914_1918_europeana_eu_contributions_11369,FRAM - Emile Maurice PORTET (1879-1947) | Emile PORTET,True,Meets minimum narrative length,215,54
/2020601/https___1914_1918_europeana_eu_contributions_11370,FRAM - Histoire d'Émile Fristo | Documents from Émile Fristo,True,Meets minimum narrative length,111,39
/2020601/https___1914_1918_europeana_eu_contributions_11377,"FRAM - Joseph Horel (1897-1973), cavalier au 2e régiment de chasseurs à cheval | Documents from Joseph Horel",True,Meets minimum narrative length,57,15
/2020601/https___1914_1918_europeana_eu_contributions_11389,FRBMAN-004 Soldat Pierre Auguste Gabillard | Soldier Pierre Auguste Gabillard,True,Meets minimum narrative length,43,34
